name,email,date_of_birth,age,above_18,mobile
Dana Santos,Dana_Santos@smith.org,20150127,6.93,False,
Christian Porter,Christian_Porter@turner.org,19591025,62.23,True,
Emily Ramos,Emily_Ramos@burnett-collins.com,20181216,3.05,False,
Angela Fischer,Angela_Fischer@ball.net,19601225,61.06,True,
Lance Weaver,Lance_Weaver@olsen-hancock.com,19690607,52.61,True,
Dawn Ward,Dawn_Ward@mack-gibson.com,19910824,30.38,True,
Norman Simpson,Norman_Simpson@guerrero.net,19560910,65.35,True,
Suzanne Haas,Suzanne_Haas@hawkins-huang.org,20080718,13.47,False,
Lisa Craig,Lisa_Craig@zavala-allen.info,19880717,33.48,True,
Joseph Summers,Joseph_Summers@diaz.info,20091127,12.1,False,
Carl Decker,Carl_Decker@morales.info,20120530,9.6,False,
Sandra Pollard,Sandra_Pollard@costa.net,20160320,5.79,False,
Cameron Nielsen,Cameron_Nielsen@wright.biz,20000211,21.9,True,
Frank Jones,Frank_Jones@miranda.com,19790113,43.0,True,
James Jordan,James_Jordan@taylor.com,20110223,10.86,False,
Lisa Clark,Lisa_Clark@alvarez.com,20040319,17.8,False,
Lori Valdez,Lori_Valdez@jordan.org,19730312,48.84,True,
Richard Bauer,Richard_Bauer@knight.com,19571227,64.06,True,
Alicia Ferrell,Alicia_Ferrell@thomas-hamilton.com,20091004,12.25,False,
Grant Hall,Grant_Hall@bowman.com,19630813,58.43,True,
Elizabeth Hill,Elizabeth_Hill@solis.com,20080720,13.46,False,
Jacqueline Brown,Jacqueline_Brown@costa.com,19850603,36.61,True,
Tiffany Barron,Tiffany_Barron@brown.com,19520222,69.91,True,
Mark Bowman,Mark_Bowman@hayes.com,19630425,58.73,True,
Dr. Shannon Jackson,Shannon_Jackson@kelly.com,19970113,24.98,True,
Kelly Johnson,Kelly_Johnson@herring-grant.com,19720630,49.54,True,
Brian Contreras,Brian_Contreras@manning.biz,19640424,57.73,True,
John Dixon,John_Dixon@snyder.biz,20020319,19.8,True,
Tamara Wilson,Tamara_Wilson@ferguson.com,19560317,65.84,True,
Christina Bishop,Christina_Bishop@brown.com,19610530,60.63,True,
Jennifer Smith,Jennifer_Smith@peterson.com,19971211,24.07,True,
Denise Clark,Denise_Clark@banks.com,19550625,66.57,True,
Ms. Angela Peterson MD,Angela_Peterson@gay-gibson.info,20081025,13.19,False,
Amy Mills,Amy_Mills@davis-spencer.com,19880422,33.72,True,
Stephanie Spears,Stephanie_Spears@shaw.com,20140405,7.75,False,
Alexandra Lawrence,Alexandra_Lawrence@anderson.com,20011121,20.13,True,
Joe Powell,Joe_Powell@baldwin.org,19560720,65.5,True,
Matthew Diaz,Matthew_Diaz@arnold-parker.com,19730718,48.49,True,
Joshua Sanchez,Joshua_Sanchez@hamilton-mckee.com,19540421,67.75,True,
Joseph Herring,Joseph_Herring@stewart-davidson.com,20130827,8.35,False,
Billy Riley,Billy_Riley@mcgee.org,19631021,58.24,True,
Jeanne Brown,Jeanne_Brown@gardner.com,19740629,47.54,True,
Rebecca Clarke,Rebecca_Clarke@lindsey-walker.com,19600330,61.8,True,
Dr. Courtney Copeland DVM,Courtney_Copeland@massey-grimes.com,19640902,57.37,True,
Kevin Boyd,Kevin_Boyd@matthews-barber.com,20110304,10.84,False,
Christopher Harrell,Christopher_Harrell@carter.org,19950217,26.89,True,
Terri Schultz,Terri_Schultz@porter.com,20060501,15.68,False,
Jonathan Brooks,Jonathan_Brooks@craig.info,19741214,47.08,True,
Tammy Welch,Tammy_Welch@welch-schmidt.com,19611122,60.15,True,
Jennifer Doyle,Jennifer_Doyle@norman-peters.net,19650707,56.53,True,
Michelle Moore,Michelle_Moore@campbell.org,19540803,67.46,True,
Mr. Matthew Bennett,Matthew_Bennett@jones-payne.com,19740620,47.57,True,
Valerie Bishop,Valerie_Bishop@smith.com,19811221,40.06,True,
Olivia Moore,Olivia_Moore@fields-haynes.com,19581009,63.27,True,
Rachel Lynch,Rachel_Lynch@stewart.info,19750730,46.46,True,
Victoria Carroll,Victoria_Carroll@rasmussen.net,19840108,38.01,True,
Richard Duffy,Richard_Duffy@wilkerson-morrow.com,19571001,64.3,True,
Harold Rowe,Harold_Rowe@jarvis.info,19500910,71.36,True,
Jasmine Bailey,Jasmine_Bailey@howard-thomas.info,20050610,16.57,False,
Victoria Goodman,Victoria_Goodman@carney.com,19850316,36.82,True,
Christopher Frost,Christopher_Frost@frost.biz,19720826,49.38,True,
Michael Larsen,Michael_Larsen@salazar.biz,20120803,9.42,False,97036103
Robert Coffey,Robert_Coffey@schmidt.com,19781023,43.22,True,
Jared Garrison,Jared_Garrison@gonzales.com,19730610,48.59,True,
Susan Burton,Susan_Burton@james.org,20000208,21.91,True,
Bryan Patton,Bryan_Patton@silva.com,20140424,7.7,False,
Mr. Kyle Burns,Kyle_Burns@miller-davis.info,20161019,5.21,False,
Jeremy Davis,Jeremy_Davis@nelson.com,20151023,6.2,False,
Kevin Bryant,Kevin_Bryant@parker-jimenez.info,20081224,13.03,False,
James Harrington,James_Harrington@miller.com,19541108,67.19,True,
Christina Weaver,Christina_Weaver@hardin.com,19930525,28.62,True,
Robert Kennedy,Robert_Kennedy@dunn.com,19910523,30.63,True,
Richard Jarvis,Richard_Jarvis@aguirre.info,19961101,25.18,True,
Aaron Ford,Aaron_Ford@davis.com,19540516,67.68,True,
Donna Franklin,Donna_Franklin@potter-mcintyre.biz,19680825,53.39,True,
Angela Martinez,Angela_Martinez@peterson-wheeler.org,20070122,14.95,False,
Michael Anderson,Michael_Anderson@haynes.biz,19980314,23.82,True,
Charles Stevens,Charles_Stevens@evans-hanson.com,19930314,28.82,True,
Melanie Francis,Melanie_Francis@ryan-bradshaw.net,19900302,31.86,True,
Annette Johnston,Annette_Johnston@madden.biz,19931220,28.05,True,
Laura Jones,Laura_Jones@brooks.net,19870920,34.31,True,
Brianna Parks,Brianna_Parks@alvarez.biz,20070408,14.75,False,
Mario Henderson,Mario_Henderson@stephens.biz,19860826,35.38,True,
Rachel Garcia,Rachel_Garcia@marsh-harvey.org,19701022,51.23,True,
Taylor Evans,Taylor_Evans@rose-morris.com,19730722,48.48,True,
Denise Olson,Denise_Olson@jones-chapman.com,19550620,66.58,True,
Jenna Odom,Jenna_Odom@gaines.biz,19770207,44.93,True,
Jennifer Parker,Jennifer_Parker@leon.com,20030621,18.55,True,
Melissa Haynes,Melissa_Haynes@blanchard.com,20060327,15.78,False,
Dr. Terry Martinez,Terry_Martinez@sandoval.info,19790824,42.39,True,
Daniel Mitchell,Daniel_Mitchell@kelly.com,19910807,30.42,True,
Steven Williams MD,Steven_Williams@carr.com,20141225,7.02,False,
Nicholas White,Nicholas_White@smith-elliott.com,19740301,47.87,True,
Robert Le,Robert_Le@norris-strickland.org,19500323,71.83,True,
William Daniels,William_Daniels@williams.com,20040509,17.66,False,
Anthony Hoffman,Anthony_Hoffman@johnson.net,19930822,28.38,True,
Jessica Smith,Jessica_Smith@galloway.com,20040629,17.52,False,11145663
Charles Martinez,Charles_Martinez@gonzales.org,19780918,43.32,True,
Cynthia Oconnor,Cynthia_Oconnor@miller-jones.com,19810923,40.3,True,
Wesley Williams,Wesley_Williams@parker-schmidt.com,19880401,33.78,True,
Keith Wheeler,Keith_Wheeler@cook-cole.com,19580620,63.58,True,
Anna Lopez,Anna_Lopez@armstrong-tucker.com,20170813,4.39,False,
Alice Wallace,Alice_Wallace@woods.com,19871030,34.2,True,
David Barry,David_Barry@lindsey-meyer.com,20130513,8.64,False,
Crystal Anderson,Crystal_Anderson@gonzales-thompson.com,20170131,4.92,False,
Charles Walters,Charles_Walters@rose.info,19680831,53.37,True,
Amy Hall,Amy_Hall@garrett-lutz.com,19830628,38.54,True,
Daniel Allison,Daniel_Allison@sanchez.net,19791227,42.04,True,
Monica Rogers,Monica_Rogers@travis.org,20060604,15.59,False,54576983
Lisa Brennan,Lisa_Brennan@white-gutierrez.org,19741223,47.06,True,
Hector Adams,Hector_Adams@wood.com,19881104,33.18,True,
Peter Sanders,Peter_Sanders@cook-jackson.biz,19700330,51.79,True,
Yvonne Coleman,Yvonne_Coleman@hood.com,19850519,36.65,True,
Charles Miller,Charles_Miller@daniel-pugh.org,20040616,17.56,False,56397471
Mathew Harmon,Mathew_Harmon@wheeler-stewart.com,19541224,67.07,True,
Heather Collins,Heather_Collins@freeman-taylor.org,19650411,56.76,True,
Anne Mccullough,Anne_Mccullough@blake.com,20050311,16.82,False,
Stephen Brown,Stephen_Brown@johnson.org,19891105,32.18,True,
Mark Morales,Mark_Morales@adams-tyler.com,19850624,36.55,True,
Michelle Stone,Michelle_Stone@williamson-gray.com,19680920,53.32,True,
Catherine Scott,Catherine_Scott@robinson.info,19841015,37.24,True,
Robert Dyer,Robert_Dyer@watson.com,19771013,44.25,True,
Danielle Miller DVM,Danielle_Miller@matthews.com,19520625,69.57,True,
Natalie Gentry,Natalie_Gentry@bates.com,20180923,3.28,False,
Mark Martinez,Mark_Martinez@horton.net,20000414,21.73,True,
Margaret Baird,Margaret_Baird@tucker.com,19620728,59.47,True,
Jennifer Miller,Jennifer_Miller@hodge-hood.com,19791028,42.21,True,
Stephanie Salinas,Stephanie_Salinas@evans.com,19660810,55.43,True,
Jesse Duarte,Jesse_Duarte@johnson-davis.biz,19891017,32.23,True,
Tammy Williams,Tammy_Williams@thomas.com,19630328,58.81,True,
Jay Lynch,Jay_Lynch@meyers-ellis.net,19601227,61.05,True,
Adam Thompson,Adam_Thompson@garner.com,19630204,58.95,True,
Tony Lester,Tony_Lester@osborne-wilkins.com,20180107,3.99,False,
Javier Moss,Javier_Moss@santana.com,19730913,48.33,True,
Ronald Owens,Ronald_Owens@burke.info,19960526,25.62,True,
Jennifer Lewis,Jennifer_Lewis@hale.com,19620114,60.01,True,
Jennifer Goodwin,Jennifer_Goodwin@santos-mathis.com,19680111,54.01,True,
Erik Delgado,Erik_Delgado@vazquez.com,19880818,33.39,True,
Paul Reid,Paul_Reid@manning.com,19990205,22.92,True,
Thomas Bryant,Thomas_Bryant@shannon.net,20100409,11.74,False,
Marvin Wood,Marvin_Wood@nguyen.net,19590109,63.02,True,
Zachary Gordon,Zachary_Gordon@banks.com,19980410,23.75,True,
Eric Becker,Eric_Becker@smith.com,19951227,26.03,True,
Jason Greene,Jason_Greene@murray-jenkins.com,20180819,3.37,False,
Thomas Davis,Thomas_Davis@king.net,20011125,20.12,True,
Kimberly Duncan,Kimberly_Duncan@hall.org,19871009,34.25,True,
Samantha Smith,Samantha_Smith@ortega-nielsen.com,19801216,41.07,True,
Ryan Hammond,Ryan_Hammond@simpson-torres.com,19601123,61.15,True,
Jillian Smith,Jillian_Smith@mckinney.com,19720930,49.29,True,
Charles Harris MD,Charles_Harris@romero.com,20051001,16.26,False,
Ian Park,Ian_Park@acevedo-chapman.org,19771017,44.24,True,
David Guzman,David_Guzman@ray.net,20180207,3.9,False,
Pamela Dillon,Pamela_Dillon@durham.info,19721004,49.28,True,
Kimberly Leblanc,Kimberly_Leblanc@webb-thomas.info,19971209,24.08,True,
Megan Smith,Megan_Smith@davidson.org,20080930,13.26,False,
Ronald Costa,Ronald_Costa@carter.org,19850419,36.73,True,
Abigail Allen,Abigail_Allen@melendez-jordan.com,19990202,22.93,True,
Kenneth Sims,Kenneth_Sims@williams.com,19900906,31.34,True,
Lisa Mendez,Lisa_Mendez@jones.net,19720326,49.8,True,
Eric Brown,Eric_Brown@smith.biz,20170308,4.82,False,24672431
Kristi Cobb,Kristi_Cobb@evans-hall.com,19600906,61.36,True,
Anne Macdonald PhD,Anne_Macdonald@baker-owens.org,20011011,20.24,True,
Lauren Parker,Lauren_Parker@walker.com,19880620,33.56,True,
Christine Miles,Christine_Miles@patel.com,19620407,59.78,True,
Amanda Bowers,Amanda_Bowers@parrish.com,19760824,45.39,True,
Sean Conway,Sean_Conway@barnes-lee.net,19730329,48.79,True,
Julia Murphy,Julia_Murphy@burke.com,19850817,36.4,True,
James Gray,James_Gray@crane.com,19751014,46.25,True,
Stephanie Gray,Stephanie_Gray@kelly.info,20031007,18.25,True,
Ronald Baird,Ronald_Baird@garcia.biz,19981021,23.21,True,
Christopher Cochran,Christopher_Cochran@williams.com,19791125,42.13,True,
Kyle Torres,Kyle_Torres@peters.com,19850720,36.48,True,
William Oconnor,William_Oconnor@johnson-ponce.com,20160627,5.52,False,
Caleb Kelly,Caleb_Kelly@gomez.net,20090803,12.42,False,64234299
Rachael Garcia,Rachael_Garcia@padilla.com,19860621,35.56,True,
Brandon Weber,Brandon_Weber@harmon.com,19920214,29.9,True,
Thomas Hoover,Thomas_Hoover@schroeder.com,20040824,17.37,False,
Michelle Jimenez,Michelle_Jimenez@hartman.com,19820725,39.47,True,
Rebecca Davis,Rebecca_Davis@abbott.com,20111020,10.21,False,84764295
Miranda Flynn,Miranda_Flynn@lee.com,19640514,57.67,True,
Jennifer Perez,Jennifer_Perez@olsen.com,19761030,45.2,True,
James Newton,James_Newton@jimenez.biz,20041008,17.24,False,84097639
Peter Hernandez,Peter_Hernandez@stewart.info,19640331,57.79,True,
Nicholas Combs,Nicholas_Combs@walker.com,19671231,54.04,True,
Karen Wilson,Karen_Wilson@brown.org,20060102,16.01,False,
Jenna Campbell,Jenna_Campbell@brady.com,19550819,66.42,True,
Michelle Melendez,Michelle_Melendez@white.com,19880603,33.6,True,
Laura Ross,Laura_Ross@harris.com,19641120,57.15,True,
Teresa Lindsey,Teresa_Lindsey@harvey.com,19670107,55.02,True,
Robert Jackson,Robert_Jackson@thomas.biz,19680409,53.77,True,
John Norman,John_Norman@morris.com,19830506,38.68,True,
Alicia Anderson,Alicia_Anderson@hall.com,20130523,8.62,False,18876547
Jason Chang,Jason_Chang@chambers.com,19860510,35.67,True,
Laura Gray,Laura_Gray@fletcher.com,19980604,23.59,True,
Wanda Long,Wanda_Long@williamson-larsen.info,20160224,5.86,False,
Sylvia Koch,Sylvia_Koch@lane.net,19980630,23.52,True,
Melissa Higgins,Melissa_Higgins@hicks.com,19660606,55.61,True,
Eric Glover,Eric_Glover@lewis-welch.com,19641229,57.05,True,
Daniel Cisneros,Daniel_Cisneros@lara.com,19830527,38.63,True,
Sherri Smith,Sherri_Smith@haas.com,19541128,67.14,True,
Dr. William Smith,William_Smith@robinson.com,19631027,58.22,True,
Terri Aguirre,Terri_Aguirre@myers-shepherd.biz,19840714,37.49,True,
Natalie Haney,Natalie_Haney@buck.com,19860302,35.86,True,
Casey Holder,Casey_Holder@schultz.com,20161207,5.07,False,
Lisa Duran,Lisa_Duran@page-oneill.com,20040119,17.96,False,
David Smith,David_Smith@allen-brown.com,20050825,16.36,False,30033195
Kyle Harvey,Kyle_Harvey@atkinson.biz,20060530,15.6,False,
Laura Wu,Laura_Wu@watson.org,19850614,36.58,True,
Elijah Johnson,Elijah_Johnson@meyer.com,20170524,4.61,False,
Brittany Montgomery,Brittany_Montgomery@graham-barr.org,19731117,48.16,True,
Aaron Mccarthy,Aaron_Mccarthy@villarreal-murphy.net,19820517,39.65,True,
Jacqueline Johnston,Jacqueline_Johnston@barr.com,19850220,36.89,True,
Karen Duncan,Karen_Duncan@vasquez-garcia.com,19670225,54.89,True,
Nathan Warren,Nathan_Warren@sparks-guerra.org,19600407,61.78,True,
Kenneth Brown,Kenneth_Brown@noble-walls.org,19500926,71.32,True,
Jill Cain,Jill_Cain@fitzgerald.com,20021111,19.15,True,
Robert Martinez,Robert_Martinez@cooper.com,20111123,10.12,False,32312127
Peter Wilson,Peter_Wilson@jackson-hall.org,19600910,61.35,True,
Kelsey Wiley,Kelsey_Wiley@barnes.com,20011130,20.1,True,
Eric Murray,Eric_Murray@lamb.com,19870731,34.45,True,
Luke Estrada,Luke_Estrada@winters.info,20130812,8.39,False,
Mr. Robert Clark,Robert_Clark@walker-graham.info,20070422,14.71,False,
Kimberly Koch,Kimberly_Koch@hughes-fox.org,20160320,5.79,False,
Allison Frye,Allison_Frye@medina.com,19750927,46.3,True,
Krystal Owens,Krystal_Owens@andrade-garcia.com,19930417,28.73,True,
Denise Ferguson,Denise_Ferguson@snyder.biz,20120901,9.34,False,
Crystal Alexander,Crystal_Alexander@johnson.info,19870620,34.56,True,
Henry Cummings,Henry_Cummings@guzman.com,20110701,10.51,False,92988543
Lori Morgan,Lori_Morgan@turner.biz,19740607,47.6,True,
Donald Barton,Donald_Barton@ellis.com,19520712,69.52,True,
Austin Rosales,Austin_Rosales@howe.org,20011116,20.14,True,
Mrs. Kimberly Preston,Kimberly_Preston@cole.info,20160114,5.97,False,
John Hudson,John_Hudson@ayers.com,20140831,7.34,False,85905239
Don Ryan,Don_Ryan@koch.com,19510529,70.64,True,
Sarah Morgan,Sarah_Morgan@nolan.info,20030219,18.88,True,
Samuel Patel,Samuel_Patel@villa-johnson.com,20140530,7.6,False,
Robert Wilson,Robert_Wilson@fuller.org,19550305,66.87,True,
Megan Aguilar,Megan_Aguilar@mitchell.com,19580119,63.99,True,
Jonathan Green,Jonathan_Green@weiss.biz,19521128,69.14,True,
Jacob Tate,Jacob_Tate@nash-cowan.info,19910423,30.72,True,
Kristine Barker,Kristine_Barker@parrish.com,19751106,46.19,True,
Cameron Brown,Cameron_Brown@jones-adams.org,20010309,20.83,True,
Lauren Taylor,Lauren_Taylor@mccoy.info,20150806,6.41,False,
Cynthia Ward,Cynthia_Ward@burns.com,19680321,53.82,True,
Stephen Roberts,Stephen_Roberts@rodriguez.com,20130315,8.81,False,
Victor Rivera,Victor_Rivera@chavez.biz,20040109,17.99,False,
Ryan Olsen,Ryan_Olsen@blankenship.com,20120419,9.71,False,
Alejandra Jones,Alejandra_Jones@williams-smith.net,19680918,53.32,True,
Cheyenne Miranda,Cheyenne_Miranda@contreras.info,19710601,50.62,True,
Courtney Maxwell,Courtney_Maxwell@hunt.com,19750414,46.75,True,
Lindsay Acosta,Lindsay_Acosta@nichols.com,19880323,33.8,True,
Katrina Perry,Katrina_Perry@frye-keller.com,19950328,26.78,True,
Bailey Johnson,Bailey_Johnson@brooks.org,20091208,12.07,False,
Glenda Woods,Glenda_Woods@williams.biz,19811007,40.26,True,
Julie Hernandez,Julie_Hernandez@fisher.com,19710323,50.81,True,
Nicole Kim DVM,Nicole_Kim@schultz-brown.com,19900204,31.93,True,
John Benitez,John_Benitez@campbell.com,19670606,54.61,True,
Dustin Thomas,Dustin_Thomas@tran-rice.biz,19670614,54.59,True,
Sheri Carter,Sheri_Carter@bryant.com,19560807,65.45,True,
Ryan Davis,Ryan_Davis@buck.org,19640324,57.81,True,
Shelby Kaufman,Shelby_Kaufman@weiss.net,20141016,7.22,False,27523551
Nicole Johnson,Nicole_Johnson@boone.net,19770413,44.75,True,
Casey Johnston,Casey_Johnston@wood.com,20100329,11.77,False,
Sean Adams,Sean_Adams@brown.com,19730519,48.65,True,
Joel Lee MD,Joel_Lee@hurley.com,20030609,18.58,True,
Mark Williams,Mark_Williams@watkins.net,19710614,50.59,True,
Joseph Bartlett,Joseph_Bartlett@campbell.net,19850617,36.57,True,
Debra Wilson,Debra_Wilson@patel.org,19950922,26.3,True,
Jake Davis,Jake_Davis@landry-morgan.net,20080711,13.48,False,67399355
Timothy Russell,Timothy_Russell@bird-mclean.net,19950703,26.52,True,
Meagan Robinson,Meagan_Robinson@sanchez.net,19510917,70.34,True,
Scott Sandoval,Scott_Sandoval@campbell.com,19711020,50.24,True,
Jeremy Hunter,Jeremy_Hunter@alexander-smith.com,19531119,68.16,True,
Monica Lloyd,Monica_Lloyd@schneider.info,19610225,60.89,True,
Ryan Scott,Ryan_Scott@wilson.info,20070222,14.87,False,
Heidi Brown,Heidi_Brown@foster-jones.com,20040606,17.58,False,12594379
Rebecca Castillo,Rebecca_Castillo@summers-ward.com,19520206,69.95,True,
Terri Cox,Terri_Cox@swanson.com,19551104,66.21,True,
Timothy Smith,Timothy_Smith@patton-rose.com,20160616,5.55,False,
Molly Coleman,Molly_Coleman@santiago.com,19810106,41.01,True,
Katherine Brown,Katherine_Brown@stephens-mckenzie.com,19590907,62.36,True,
Kyle Dalton,Kyle_Dalton@haley-foster.com,20070604,14.59,False,
Haley Oconnor,Haley_Oconnor@crawford.com,20140927,7.27,False,
Janet Tate,Janet_Tate@moore-carter.com,20031215,18.06,True,
Timothy Collins,Timothy_Collins@browning.info,19800312,41.84,True,
Michael Marks,Michael_Marks@brown-vargas.net,19680216,53.91,True,
Maria Day,Maria_Day@miller.info,20070323,14.79,False,
Jason Trujillo,Jason_Trujillo@strong.com,19680505,53.7,True,
Kristin Parker,Kristin_Parker@ramirez.com,19670817,54.41,True,
Megan Livingston,Megan_Livingston@perry-castillo.com,19800714,41.5,True,
Ann Fuentes,Ann_Fuentes@lane.info,19900503,31.69,True,
Kathryn Jackson,Kathryn_Jackson@hill.biz,20021223,19.04,True,
Mary Galloway,Mary_Galloway@nelson-estrada.biz,20130331,8.76,False,
Lorraine Lee,Lorraine_Lee@wolfe.com,19760512,45.67,True,
Laura Benjamin,Laura_Benjamin@sloan-blair.org,19520221,69.91,True,
Jennifer Collier,Jennifer_Collier@fischer.org,20090812,12.4,False,
Lisa Ramirez,Lisa_Ramirez@duncan.net,19861025,35.21,True,
Angel Hill,Angel_Hill@wilson.com,20130916,8.3,False,
Connor Rivas,Connor_Rivas@romero-bryant.com,19870129,34.95,True,
Mrs. Ashley Carter MD,Ashley_Carter@matthews-terrell.com,19530623,68.57,True,
William Gay,William_Gay@mendez.com,19780210,43.92,True,
Joshua Sanchez,Joshua_Sanchez@boyle.info,19750906,46.35,True,
Nicole Moon,Nicole_Moon@schmidt.com,19630212,58.93,True,
Kayla Wilson,Kayla_Wilson@rivera.biz,19631126,58.14,True,
Brett Brown,Brett_Brown@mcdaniel.com,19620422,59.74,True,
Mr. Thomas Williams,Thomas_Williams@espinoza.net,19781024,43.22,True,
Kristin Rosales,Kristin_Rosales@rogers.com,19930226,28.87,True,
Jennifer Cruz,Jennifer_Cruz@simmons.net,20141124,7.11,False,
Amanda Chandler,Amanda_Chandler@stone.net,19890107,33.01,True,
Taylor Lopez,Taylor_Lopez@mendez.info,19841231,37.03,True,
Tyler Jones,Tyler_Jones@hanson-stephens.com,20121129,9.1,False,
Derek Walker,Derek_Walker@brown.com,20150813,6.39,False,
Lauren Chase,Lauren_Chase@jenkins.com,19550316,66.84,True,
Dean Rice,Dean_Rice@swanson.biz,19880628,33.53,True,
Brenda Boyer,Brenda_Boyer@wells.com,19821211,39.08,True,
Melissa Jordan,Melissa_Jordan@lucas-carson.com,19701215,51.08,True,
Brianna Valentine,Brianna_Valentine@martinez.com,20010503,20.68,True,
Richard White,Richard_White@osborne.com,20050531,16.6,False,55232275
Steven Paul,Steven_Paul@green.biz,19831109,38.17,True,
Jessica Peck,Jessica_Peck@martin.net,19510120,71.0,True,
Christopher Hughes,Christopher_Hughes@copeland.com,20020425,19.7,True,
Nancy Rodriguez,Nancy_Rodriguez@bennett.com,19810204,40.93,True,
